Day,Date,CodedDay,Zone,Weather,Temperature,Traffic
Friday,13-06-25,3,4,24,5,3
Saturday,14-06-25,3,9,17,40,1
Sunday,15-06-25,3,8,25,30,1
Monday,16-06-25,3,10,43,36,2
Tuesday,17-06-25,3,10,33,41,2
Wednesday,18-06-25,3,10,24,23,2
Thursday,19-06-25,3,1,42,15,2
Friday,20-06-25,3,4,33,17,2
Saturday,21-06-25,3,10,33,36,5
Sunday,22-06-25,3,6,21,24,2
Monday,23-06-25,3,1,29,13,3
Tuesday,24-06-25,3,7,11,27,1
Wednesday,25-06-25,3,4,25,18,3
Thursday,26-06-25,3,10,39,19,4
Friday,27-06-25,3,10,28,40,3
Saturday,28-06-25,3,5,37,13,3
Sunday,29-06-25,3,7,44,42,4
Monday,30-06-25,3,4,45,12,4
Tuesday,01-07-25,3,4,18,32,2
Wednesday,02-07-25,3,2,18,39,3
Thursday,03-07-25,3,3,39,6,5
Friday,04-07-25,3,4,20,26,4
Saturday,05-07-25,3,6,19,10,4
Sunday,06-07-25,3,4,46,20,1
Monday,07-07-25,3,4,20,31,4
Tuesday,08-07-25,3,3,50,20,1
Wednesday,09-07-25,3,8,12,45,4
Thursday,10-07-25,3,5,39,10,4
Friday,11-07-25,3,7,31,43,1
Saturday,12-07-25,3,7,29,33,5
Sunday,13-07-25,3,5,49,25,2
Monday,14-07-25,3,3,24,12,4
Tuesday,15-07-25,3,6,23,16,5
Wednesday,16-07-25,3,3,11,23,1
Thursday,17-07-25,3,7,36,12,3
Friday,18-07-25,3,6,35,44,5
Saturday,19-07-25,3,5,23,23,1
Sunday,20-07-25,3,9,22,29,2
Monday,21-07-25,3,6,46,27,2
Tuesday,22-07-25,3,7,36,10,2
Wednesday,23-07-25,3,10,31,26,4
Thursday,24-07-25,3,6,14,27,2
Friday,25-07-25,3,10,23,43,2
Saturday,26-07-25,3,7,18,15,5
Sunday,27-07-25,3,6,37,29,4
Monday,28-07-25,3,9,32,6,1
Tuesday,29-07-25,3,4,30,19,4
Wednesday,30-07-25,3,9,46,25,5
Thursday,31-07-25,3,5,43,41,3
Friday,01-08-25,3,8,39,10,3
Saturday,02-08-25,3,5,39,7,1
Sunday,03-08-25,3,1,20,15,1
Monday,04-08-25,3,6,40,30,3
Tuesday,05-08-25,3,8,13,9,4
Wednesday,06-08-25,3,2,12,23,4
Thursday,07-08-25,3,7,15,29,5
Friday,08-08-25,3,3,11,29,3
Saturday,09-08-25,3,9,14,37,4
Sunday,10-08-25,3,5,11,38,4
Monday,11-08-25,3,5,40,44,5
Tuesday,12-08-25,3,3,42,8,1
Wednesday,13-08-25,3,9,24,5,5
Thursday,14-08-25,3,9,12,19,1
Friday,15-08-25,3,9,13,40,1
Saturday,16-08-25,3,7,20,15,4
Sunday,17-08-25,3,9,14,24,2
Monday,18-08-25,3,1,45,13,4
Tuesday,19-08-25,3,9,32,34,1
Wednesday,20-08-25,3,4,40,6,2
Thursday,21-08-25,3,9,41,44,5
Friday,22-08-25,3,1,41,7,5
Saturday,23-08-25,3,8,27,33,1
Sunday,24-08-25,3,8,43,10,3
Monday,25-08-25,3,5,18,35,1
Tuesday,26-08-25,3,9,38,44,1
Wednesday,27-08-25,3,5,34,6,1
Thursday,28-08-25,3,8,39,10,5
Friday,29-08-25,3,7,46,17,4
Saturday,30-08-25,3,7,23,43,4
Sunday,31-08-25,3,5,17,40,2
Monday,01-09-25,3,2,24,30,5
Tuesday,02-09-25,3,6,18,45,2
Wednesday,03-09-25,3,2,19,6,1
Thursday,04-09-25,3,2,24,29,3
Friday,05-09-25,3,3,38,11,4
Saturday,06-09-25,3,5,38,40,2
Sunday,07-09-25,3,10,43,23,4
Monday,08-09-25,3,9,41,18,1
Tuesday,09-09-25,3,8,34,45,4
Wednesday,10-09-25,3,5,32,16,2
Thursday,11-09-25,3,8,21,14,4
Friday,12-09-25,3,10,15,41,4
Saturday,13-09-25,3,7,19,15,3
Sunday,14-09-25,3,9,27,20,5
Monday,15-09-25,3,9,50,29,3
Tuesday,16-09-25,3,4,25,7,5
Wednesday,17-09-25,3,3,25,40,5
Thursday,18-09-25,3,6,42,24,3
Friday,19-09-25,3,1,17,27,1
Saturday,20-09-25,3,7,36,20,5
Sunday,21-09-25,3,4,39,14,1
Monday,22-09-25,3,7,47,36,5
Tuesday,23-09-25,3,10,50,28,2
Wednesday,24-09-25,3,2,42,41,4
Thursday,25-09-25,3,7,33,36,3
Friday,26-09-25,3,6,29,7,2
Saturday,27-09-25,3,10,46,40,3
Sunday,28-09-25,3,1,11,12,1
Monday,29-09-25,3,4,47,21,3
Tuesday,30-09-25,3,2,14,36,2
Wednesday,01-10-25,3,4,41,43,3
Thursday,02-10-25,3,2,17,41,2
Friday,03-10-25,3,9,22,22,2
Saturday,04-10-25,3,6,30,13,3
Sunday,05-10-25,3,5,50,19,3
Monday,06-10-25,3,3,48,25,3
Tuesday,07-10-25,3,5,10,21,5
Wednesday,08-10-25,3,1,37,27,5
Thursday,09-10-25,3,6,10,39,2
Friday,10-10-25,3,7,46,8,4
Saturday,11-10-25,3,10,16,44,5
Sunday,12-10-25,3,9,43,34,5
Monday,13-10-25,3,2,42,31,4
Tuesday,14-10-25,3,4,31,22,5
Wednesday,15-10-25,3,3,23,31,4
Thursday,16-10-25,3,2,18,21,1
Friday,17-10-25,3,8,22,42,2
Saturday,18-10-25,3,5,40,45,2
Sunday,19-10-25,3,6,15,12,4
Monday,20-10-25,3,9,48,26,3
Tuesday,21-10-25,3,3,26,34,2
Wednesday,22-10-25,3,5,33,37,1
Thursday,23-10-25,3,4,28,21,3
Friday,24-10-25,3,9,20,18,4
Saturday,25-10-25,3,5,48,9,3
Sunday,26-10-25,3,10,33,7,2
Monday,27-10-25,3,10,41,20,3
Tuesday,28-10-25,3,6,37,22,1
Wednesday,29-10-25,3,5,48,16,1
Thursday,30-10-25,3,8,47,31,4
Friday,31-10-25,3,5,50,35,3
Saturday,01-11-25,3,6,31,18,4
Sunday,02-11-25,3,4,31,6,5
Monday,03-11-25,3,8,48,10,1
Tuesday,04-11-25,3,6,17,21,1
Wednesday,05-11-25,3,9,39,7,4
Thursday,06-11-25,3,5,30,35,1
Friday,07-11-25,3,3,47,39,4
Saturday,08-11-25,3,3,46,17,1
Sunday,09-11-25,3,6,43,35,1
Monday,10-11-25,3,4,50,38,4
Tuesday,11-11-25,3,4,31,21,1
Wednesday,12-11-25,3,9,13,45,5
Thursday,13-11-25,3,9,11,6,3
Friday,14-11-25,3,1,32,38,1
Saturday,15-11-25,3,7,35,24,5
Sunday,16-11-25,3,5,27,36,5
Monday,17-11-25,3,4,36,37,2
Tuesday,18-11-25,3,7,36,41,1
Wednesday,19-11-25,3,7,43,8,1
Thursday,20-11-25,3,2,11,30,4
Friday,21-11-25,3,10,22,19,3
Saturday,22-11-25,3,8,29,19,4
Sunday,23-11-25,3,8,29,39,4
Monday,24-11-25,3,3,23,21,2
Tuesday,25-11-25,3,6,15,44,3
Wednesday,26-11-25,3,3,43,8,5
Thursday,27-11-25,3,9,37,42,4
Friday,28-11-25,3,7,25,11,1
Saturday,29-11-25,3,8,32,42,1
Sunday,30-11-25,3,10,24,5,5
Monday,01-12-25,3,10,19,40,5
Tuesday,02-12-25,3,8,50,29,1
Wednesday,03-12-25,3,2,32,43,1
Thursday,04-12-25,3,1,39,29,3
Friday,05-12-25,3,7,16,17,2
Saturday,06-12-25,3,1,31,31,2
Sunday,07-12-25,3,9,34,45,2
Monday,08-12-25,3,1,42,16,1
Tuesday,09-12-25,3,8,47,45,2
Wednesday,10-12-25,3,3,21,24,2
Thursday,11-12-25,3,1,24,20,3
Friday,12-12-25,3,10,25,28,2
Saturday,13-12-25,3,7,16,29,4
Sunday,14-12-25,3,7,43,29,4
Monday,15-12-25,3,9,43,28,2
Tuesday,16-12-25,3,4,27,31,4
Wednesday,17-12-25,3,9,33,41,1
Thursday,18-12-25,3,1,32,27,3
Friday,19-12-25,3,1,45,20,3
Saturday,20-12-25,3,8,14,6,2
Sunday,21-12-25,3,6,32,41,4
Monday,22-12-25,3,10,14,12,5
Tuesday,23-12-25,3,1,32,45,2
Wednesday,24-12-25,3,10,18,37,1
Thursday,25-12-25,3,5,47,35,2
Friday,26-12-25,3,1,21,25,5
Saturday,27-12-25,3,5,27,34,4
Sunday,28-12-25,3,7,11,36,3
Monday,29-12-25,3,8,23,25,4
Tuesday,30-12-25,3,3,43,42,3
Wednesday,31-12-25,3,8,10,27,5
Thursday,01-01-26,3,6,48,16,1
Friday,02-01-26,3,10,33,25,4
Saturday,03-01-26,3,10,15,12,1
Sunday,04-01-26,3,7,11,19,4
Monday,05-01-26,3,3,26,24,4
Tuesday,06-01-26,3,10,29,28,5
Wednesday,07-01-26,3,5,45,18,3
Thursday,08-01-26,3,5,41,34,1
Friday,09-01-26,3,1,10,21,4
Saturday,10-01-26,3,8,17,25,2
Sunday,11-01-26,3,1,15,8,3
Monday,12-01-26,3,4,47,45,1
Tuesday,13-01-26,3,9,11,15,5
Wednesday,14-01-26,3,6,26,9,2
Thursday,15-01-26,3,3,50,24,1
Friday,16-01-26,3,3,10,12,2
Saturday,17-01-26,3,10,38,17,1
Sunday,18-01-26,3,10,20,31,2
Monday,19-01-26,3,9,36,40,1
Tuesday,20-01-26,3,3,44,17,3
Wednesday,21-01-26,3,9,41,44,1
Thursday,22-01-26,3,4,21,26,1
Friday,23-01-26,3,3,12,42,2
Saturday,24-01-26,3,5,19,20,5
Sunday,25-01-26,3,10,24,25,1
Monday,26-01-26,3,2,11,13,3
Tuesday,27-01-26,3,10,33,35,2
Wednesday,28-01-26,3,6,20,39,5
Thursday,29-01-26,3,2,47,25,5
Friday,30-01-26,3,1,13,23,3
Saturday,31-01-26,3,9,30,37,2
Sunday,01-02-26,3,8,50,32,5
Monday,02-02-26,3,3,28,5,3
Tuesday,03-02-26,3,1,39,25,5
Wednesday,04-02-26,3,8,33,14,3
Thursday,05-02-26,3,9,49,22,4
Friday,06-02-26,3,8,49,35,3
Saturday,07-02-26,3,9,25,43,5
Sunday,08-02-26,3,9,41,13,5
Monday,09-02-26,3,6,45,37,3
Tuesday,10-02-26,3,6,15,6,3
Wednesday,11-02-26,3,10,19,17,5
Thursday,12-02-26,3,5,17,6,4
Friday,13-02-26,3,3,32,39,5
Saturday,14-02-26,3,3,18,7,3
Sunday,15-02-26,3,8,41,21,3
Monday,16-02-26,3,7,14,42,3
Tuesday,17-02-26,3,2,33,12,2
Wednesday,18-02-26,3,6,45,44,2
Thursday,19-02-26,3,1,15,37,3
Friday,20-02-26,3,8,34,34,2
Saturday,21-02-26,3,4,48,7,4
Sunday,22-02-26,3,3,24,15,1
Monday,23-02-26,3,1,13,10,1
Tuesday,24-02-26,3,9,47,26,5
Wednesday,25-02-26,3,3,14,30,5
Thursday,26-02-26,3,6,38,17,2
Friday,27-02-26,3,4,14,30,2
Saturday,28-02-26,3,10,50,37,3
Sunday,01-03-26,3,2,16,20,4
Monday,02-03-26,3,10,24,26,2
Tuesday,03-03-26,3,1,36,45,3
Wednesday,04-03-26,3,5,20,25,3
Thursday,05-03-26,3,7,26,42,3
Friday,06-03-26,3,5,25,29,3
Saturday,07-03-26,3,1,42,45,3
Sunday,08-03-26,3,9,43,23,3
Monday,09-03-26,3,5,33,5,1
Tuesday,10-03-26,3,2,30,26,2
Wednesday,11-03-26,3,10,12,24,1
Thursday,12-03-26,3,3,21,13,5
Friday,13-03-26,3,10,37,6,4
Saturday,14-03-26,3,10,13,19,3
Sunday,15-03-26,3,10,13,21,1
Monday,16-03-26,3,9,16,38,1
Tuesday,17-03-26,3,8,21,22,4
Wednesday,18-03-26,3,8,14,42,5
Thursday,19-03-26,3,7,17,10,1
Friday,20-03-26,3,1,31,43,4
Saturday,21-03-26,3,6,47,39,2
Sunday,22-03-26,3,8,22,20,2
Monday,23-03-26,3,2,36,26,4
Tuesday,24-03-26,3,3,30,38,5
Wednesday,25-03-26,3,9,13,45,2
Thursday,26-03-26,3,9,39,45,2
Friday,27-03-26,3,10,18,23,3
Saturday,28-03-26,3,5,12,35,2
Sunday,29-03-26,3,5,32,7,1
Monday,30-03-26,3,1,36,11,4
Tuesday,31-03-26,3,2,43,34,1
Wednesday,01-04-26,3,10,19,29,4
Thursday,02-04-26,3,6,42,8,2
Friday,03-04-26,3,10,43,20,1
Saturday,04-04-26,3,2,10,30,1
Sunday,05-04-26,3,8,37,34,2
Monday,06-04-26,3,5,43,20,5
Tuesday,07-04-26,3,3,17,30,3
Wednesday,08-04-26,3,8,18,38,4
Thursday,09-04-26,3,8,11,7,3
Friday,10-04-26,3,4,48,16,1
Saturday,11-04-26,3,7,43,11,3
Sunday,12-04-26,3,7,28,33,2
Monday,13-04-26,3,4,34,25,5
Tuesday,14-04-26,3,3,30,40,3
Wednesday,15-04-26,3,7,18,45,1
Thursday,16-04-26,3,8,33,25,4
Friday,17-04-26,3,2,21,16,5
Saturday,18-04-26,3,9,36,19,3
Sunday,19-04-26,3,9,14,20,4
Monday,20-04-26,3,9,44,26,5
Tuesday,21-04-26,3,6,43,23,5
Wednesday,22-04-26,3,10,10,37,5
Thursday,23-04-26,3,2,35,24,3
Friday,24-04-26,3,2,32,23,2
Saturday,25-04-26,3,2,43,16,4
Sunday,26-04-26,3,4,15,10,4
Monday,27-04-26,3,2,16,13,5
Tuesday,28-04-26,3,8,26,19,4
Wednesday,29-04-26,3,5,34,15,4
Thursday,30-04-26,3,9,18,10,4
Friday,01-05-26,3,2,12,13,1
Saturday,02-05-26,3,10,20,40,4
Sunday,03-05-26,3,9,38,10,3
Monday,04-05-26,3,5,15,18,4
Tuesday,05-05-26,3,1,44,40,2
Wednesday,06-05-26,3,7,30,12,4
Thursday,07-05-26,3,9,49,34,5
Friday,08-05-26,3,1,34,43,2
Saturday,09-05-26,3,4,36,13,3
Sunday,10-05-26,3,2,42,36,5
Monday,11-05-26,3,5,44,34,1
Tuesday,12-05-26,3,10,21,23,5
Wednesday,13-05-26,3,3,37,38,3
Thursday,14-05-26,3,7,32,43,3
Friday,15-05-26,3,3,36,28,5
Saturday,16-05-26,3,6,24,36,2
Sunday,17-05-26,3,9,14,28,4
Monday,18-05-26,3,2,48,26,4
Tuesday,19-05-26,3,5,34,24,2
Wednesday,20-05-26,3,1,47,19,5
Thursday,21-05-26,3,4,14,34,4
Friday,22-05-26,3,6,36,32,2
Saturday,23-05-26,3,10,48,24,4
Sunday,24-05-26,3,1,35,13,2
Monday,25-05-26,3,6,14,22,1
Tuesday,26-05-26,3,10,13,37,3
Wednesday,27-05-26,3,4,40,35,4
Thursday,28-05-26,3,9,15,38,1
Friday,29-05-26,3,2,11,9,4
Saturday,30-05-26,3,1,30,5,5
Sunday,31-05-26,3,2,26,31,1
Monday,01-06-26,3,10,23,5,5
Tuesday,02-06-26,3,4,43,38,4
Wednesday,03-06-26,3,4,22,23,2
Thursday,04-06-26,3,4,47,18,1
Friday,05-06-26,3,1,30,28,4
Saturday,06-06-26,3,2,44,33,1
Sunday,07-06-26,3,8,45,31,3
Monday,08-06-26,3,8,30,14,4
Tuesday,09-06-26,3,8,22,25,4
Wednesday,10-06-26,3,9,50,22,5
Thursday,11-06-26,3,4,28,27,2
Friday,12-06-26,3,7,14,19,3
Saturday,13-06-26,3,8,11,9,5
Sunday,14-06-26,3,7,34,28,5
Monday,15-06-26,3,10,14,27,5
Tuesday,16-06-26,3,9,13,12,1
Wednesday,17-06-26,3,9,50,24,4
Thursday,18-06-26,3,6,49,37,2
Friday,19-06-26,3,4,13,15,3
Saturday,20-06-26,3,8,40,36,3
Sunday,21-06-26,3,1,46,17,1
Monday,22-06-26,3,7,34,36,1
Tuesday,23-06-26,3,9,37,37,1
Wednesday,24-06-26,3,5,12,29,3
Thursday,25-06-26,3,10,24,11,3
Friday,26-06-26,3,10,44,6,1
Saturday,27-06-26,3,10,33,13,2
Sunday,28-06-26,3,2,23,39,2
Monday,29-06-26,3,10,38,35,4
Tuesday,30-06-26,3,10,28,16,5
Wednesday,01-07-26,3,3,46,6,1
Thursday,02-07-26,3,4,20,30,2
Friday,03-07-26,3,4,45,36,3
Saturday,04-07-26,3,4,29,31,2
Sunday,05-07-26,3,3,14,27,5
Monday,06-07-26,3,3,12,40,1
Tuesday,07-07-26,3,7,42,35,2
Wednesday,08-07-26,3,1,46,32,3
Thursday,09-07-26,3,10,35,17,3
Friday,10-07-26,3,8,42,43,4
Saturday,11-07-26,3,7,46,19,3
Sunday,12-07-26,3,10,32,7,2
Monday,13-07-26,3,10,26,25,2
Tuesday,14-07-26,3,4,39,29,5
Wednesday,15-07-26,3,3,11,8,1
Thursday,16-07-26,3,1,22,28,2
Friday,17-07-26,3,8,43,17,4
Saturday,18-07-26,3,2,32,15,3
Sunday,19-07-26,3,10,32,39,3
Monday,20-07-26,3,7,22,21,5
Tuesday,21-07-26,3,1,26,12,1
Wednesday,22-07-26,3,2,14,31,3
Thursday,23-07-26,3,5,18,12,1
Friday,24-07-26,3,3,36,18,4
Saturday,25-07-26,3,5,15,10,4
Sunday,26-07-26,3,4,44,28,1
Monday,27-07-26,3,9,35,8,3
Tuesday,28-07-26,3,3,43,27,1
Wednesday,29-07-26,3,9,20,24,2
Thursday,30-07-26,3,5,49,38,5
Friday,31-07-26,3,9,22,8,4
Saturday,01-08-26,3,4,33,39,1
Sunday,02-08-26,3,3,13,25,1
Monday,03-08-26,3,2,18,18,2
Tuesday,04-08-26,3,6,31,19,3
Wednesday,05-08-26,3,4,31,38,5
Thursday,06-08-26,3,5,16,20,1
Friday,07-08-26,3,5,33,40,2
Saturday,08-08-26,3,8,23,33,3
Sunday,09-08-26,3,4,15,5,3
Monday,10-08-26,3,6,41,6,5
Tuesday,11-08-26,3,2,27,27,4
Wednesday,12-08-26,3,5,12,39,4
Thursday,13-08-26,3,5,23,26,2
Friday,14-08-26,3,1,27,15,3
Saturday,15-08-26,3,3,18,31,2
Sunday,16-08-26,3,2,37,21,4
Monday,17-08-26,3,9,40,17,1
Tuesday,18-08-26,3,10,26,13,1
Wednesday,19-08-26,3,6,29,16,5
Thursday,20-08-26,3,7,33,9,3
Friday,21-08-26,3,9,33,11,2
Saturday,22-08-26,3,4,46,27,5
Sunday,23-08-26,3,1,45,6,5
Monday,24-08-26,3,1,36,15,5
Tuesday,25-08-26,3,6,15,37,5
Wednesday,26-08-26,3,9,15,36,1
Thursday,27-08-26,3,7,20,36,1
Friday,28-08-26,3,6,22,34,5
Saturday,29-08-26,3,3,20,30,4
Sunday,30-08-26,3,10,22,30,5
Monday,31-08-26,3,8,27,19,3
Tuesday,01-09-26,3,9,15,35,5
Wednesday,02-09-26,3,1,46,5,1
Thursday,03-09-26,3,3,26,8,1
Friday,04-09-26,3,1,47,38,1
Saturday,05-09-26,3,9,14,14,4
Sunday,06-09-26,3,5,17,30,4
Monday,07-09-26,3,1,26,14,3
Tuesday,08-09-26,3,7,40,12,4
Wednesday,09-09-26,3,2,40,44,1
Thursday,10-09-26,3,6,21,9,2
Friday,11-09-26,3,4,37,41,4
Saturday,12-09-26,3,1,30,43,4
Sunday,13-09-26,3,4,30,45,3
Monday,14-09-26,3,4,32,33,3
Tuesday,15-09-26,3,7,28,24,4
Wednesday,16-09-26,3,3,43,24,3
Thursday,17-09-26,3,8,22,10,5
Friday,18-09-26,3,3,15,43,1
Saturday,19-09-26,3,2,46,12,2
Sunday,20-09-26,3,4,28,10,1
Monday,21-09-26,3,2,40,38,3
Tuesday,22-09-26,3,7,20,20,3
Wednesday,23-09-26,3,7,26,20,2
Thursday,24-09-26,3,4,41,27,5
Friday,25-09-26,3,2,36,24,5
Saturday,26-09-26,3,8,10,9,1
Sunday,27-09-26,3,9,15,9,4
Monday,28-09-26,3,3,49,9,1
Tuesday,29-09-26,3,7,16,25,5
Wednesday,30-09-26,3,3,17,5,5
Thursday,01-10-26,3,4,50,11,4
Friday,02-10-26,3,4,37,23,5
Saturday,03-10-26,3,8,22,17,5
Sunday,04-10-26,3,2,35,41,1
Monday,05-10-26,3,1,46,6,3
Tuesday,06-10-26,3,4,12,42,2
Wednesday,07-10-26,3,6,11,16,5
Thursday,08-10-26,3,1,12,20,1
Friday,09-10-26,3,5,17,29,1
Saturday,10-10-26,3,10,21,18,4
Sunday,11-10-26,3,5,14,33,5
Monday,12-10-26,3,1,27,33,4
Tuesday,13-10-26,3,9,31,40,1
Wednesday,14-10-26,3,4,16,8,3
Thursday,15-10-26,3,1,31,29,2
Friday,16-10-26,3,1,49,31,5
Saturday,17-10-26,3,3,41,29,3
Sunday,18-10-26,3,10,46,30,1
Monday,19-10-26,3,8,14,37,1
Tuesday,20-10-26,3,1,10,37,4
Wednesday,21-10-26,3,9,29,21,4
Thursday,22-10-26,3,9,24,40,4
Friday,23-10-26,3,10,41,43,3
Saturday,24-10-26,3,3,11,17,3
Sunday,25-10-26,3,10,44,33,2
Monday,26-10-26,3,3,44,20,4
Tuesday,27-10-26,3,3,44,42,2
Wednesday,28-10-26,3,3,40,32,3
Thursday,29-10-26,3,3,13,36,3
Friday,30-10-26,3,6,29,26,3
Saturday,31-10-26,3,8,32,31,1
Sunday,01-11-26,3,8,38,10,2
Monday,02-11-26,3,5,22,25,2
Tuesday,03-11-26,3,2,49,7,5
Wednesday,04-11-26,3,6,37,15,5
Thursday,05-11-26,3,9,32,6,2
Friday,06-11-26,3,2,20,18,1
Saturday,07-11-26,3,8,33,37,2
Sunday,08-11-26,3,4,24,7,4
Monday,09-11-26,3,6,42,7,4
Tuesday,10-11-26,3,4,47,23,2
Wednesday,11-11-26,3,8,40,6,3
Thursday,12-11-26,3,5,34,40,5
Friday,13-11-26,3,3,16,42,2
Saturday,14-11-26,3,4,50,20,1
Sunday,15-11-26,3,7,21,11,4
Monday,16-11-26,3,10,47,14,2
Tuesday,17-11-26,3,4,14,35,3
Wednesday,18-11-26,3,10,50,18,1
Thursday,19-11-26,3,9,28,22,1
Friday,20-11-26,3,9,18,20,3
Saturday,21-11-26,3,4,19,12,4
Sunday,22-11-26,3,10,29,39,2
Monday,23-11-26,3,5,46,20,4
Tuesday,24-11-26,3,9,33,37,2
Wednesday,25-11-26,3,2,19,36,5
Thursday,26-11-26,3,6,34,10,5
Friday,27-11-26,3,8,12,5,4
Saturday,28-11-26,3,7,21,23,4
Sunday,29-11-26,3,9,17,42,4
Monday,30-11-26,3,5,11,28,1
Tuesday,01-12-26,3,7,26,20,2
Wednesday,02-12-26,3,10,16,12,3
Thursday,03-12-26,3,9,35,44,4
Friday,04-12-26,3,7,47,36,5
Saturday,05-12-26,3,3,32,39,2
Sunday,06-12-26,3,7,30,14,4
Monday,07-12-26,3,4,45,16,4
Tuesday,08-12-26,3,4,35,39,3
Wednesday,09-12-26,3,7,20,38,5
Thursday,10-12-26,3,1,11,34,1
Friday,11-12-26,3,9,37,12,5
Saturday,12-12-26,3,5,18,43,3
Sunday,13-12-26,3,7,49,8,3
Monday,14-12-26,3,10,27,26,1
Tuesday,15-12-26,3,10,28,12,2
Wednesday,16-12-26,3,4,46,29,3
Thursday,17-12-26,3,1,50,8,3
Friday,18-12-26,3,1,21,21,4
Saturday,19-12-26,3,6,21,37,3
Sunday,20-12-26,3,6,35,33,5
Monday,21-12-26,3,1,45,42,5
Tuesday,22-12-26,3,10,22,35,1
Wednesday,23-12-26,3,5,10,44,4
Thursday,24-12-26,3,1,43,25,3
Friday,25-12-26,3,5,26,38,2
Saturday,26-12-26,3,3,42,14,2
Sunday,27-12-26,3,1,37,20,3
Monday,28-12-26,3,9,11,26,3
Tuesday,29-12-26,3,1,43,9,2
Wednesday,30-12-26,3,2,21,33,5
Thursday,31-12-26,3,2,19,35,1
Friday,01-01-27,3,2,20,26,3
Saturday,02-01-27,3,2,20,18,3
Sunday,03-01-27,3,9,25,5,2
Monday,04-01-27,3,10,33,27,2
Tuesday,05-01-27,3,1,46,10,4
Wednesday,06-01-27,3,1,44,40,2
Thursday,07-01-27,3,3,26,29,4
Friday,08-01-27,3,3,20,29,3
Saturday,09-01-27,3,2,25,15,4
Sunday,10-01-27,3,5,41,24,3
Monday,11-01-27,3,5,17,23,3
Tuesday,12-01-27,3,5,46,12,1
Wednesday,13-01-27,3,7,34,12,4
Thursday,14-01-27,3,8,17,30,1
Friday,15-01-27,3,6,46,13,5
Saturday,16-01-27,3,6,42,18,5
Sunday,17-01-27,3,2,29,14,3
Monday,18-01-27,3,9,42,22,2
Tuesday,19-01-27,3,9,10,43,2
Wednesday,20-01-27,3,5,37,25,4
Thursday,21-01-27,3,1,16,5,4
Friday,22-01-27,3,4,20,33,2
Saturday,23-01-27,3,9,13,44,3
Sunday,24-01-27,3,3,30,26,4
Monday,25-01-27,3,10,28,17,4
Tuesday,26-01-27,3,9,45,5,4
Wednesday,27-01-27,3,4,16,28,3
Thursday,28-01-27,3,8,21,44,4
Friday,29-01-27,3,4,25,42,3
Saturday,30-01-27,3,7,49,14,5
Sunday,31-01-27,3,9,49,22,3
Monday,01-02-27,3,1,44,44,3
Tuesday,02-02-27,3,6,39,23,3
Wednesday,03-02-27,3,3,43,11,2
Thursday,04-02-27,3,10,34,8,1
Friday,05-02-27,3,1,43,16,5
Saturday,06-02-27,3,3,43,25,4
Sunday,07-02-27,3,10,47,29,5
Monday,08-02-27,3,8,35,9,2
Tuesday,09-02-27,3,10,48,11,4
Wednesday,10-02-27,3,5,10,33,4
Thursday,11-02-27,3,3,40,24,3
Friday,12-02-27,3,6,15,29,3
Saturday,13-02-27,3,10,13,45,3
Sunday,14-02-27,3,5,28,23,5
Monday,15-02-27,3,6,47,12,3
Tuesday,16-02-27,3,4,46,6,2
Wednesday,17-02-27,3,7,10,37,2
Thursday,18-02-27,3,4,28,22,4
Friday,19-02-27,3,7,19,18,1
Saturday,20-02-27,3,1,30,38,3
Sunday,21-02-27,3,9,23,5,4
Monday,22-02-27,3,8,44,43,2
Tuesday,23-02-27,3,4,46,30,5
Wednesday,24-02-27,3,10,38,8,1
Thursday,25-02-27,3,8,30,17,3
Friday,26-02-27,3,4,34,26,1
Saturday,27-02-27,3,1,49,19,1
Sunday,28-02-27,3,10,44,25,1
Monday,01-03-27,3,4,32,13,5
Tuesday,02-03-27,3,7,42,40,2
Wednesday,03-03-27,3,6,16,26,3
Thursday,04-03-27,3,5,48,25,5
Friday,05-03-27,3,5,24,29,4
Saturday,06-03-27,3,6,46,5,2
Sunday,07-03-27,3,1,17,44,4
Monday,08-03-27,3,5,21,21,1
Tuesday,09-03-27,3,8,15,11,3
Wednesday,10-03-27,3,7,48,11,3
Thursday,11-03-27,3,8,22,25,5
Friday,12-03-27,3,3,38,5,1
Saturday,13-03-27,3,5,12,34,5
Sunday,14-03-27,3,3,32,9,3
Monday,15-03-27,3,9,42,36,4
Tuesday,16-03-27,3,1,31,8,1
Wednesday,17-03-27,3,2,31,39,5
Thursday,18-03-27,3,9,46,35,5
Friday,19-03-27,3,7,43,26,5
Saturday,20-03-27,3,8,26,10,4
Sunday,21-03-27,3,8,39,37,2
Monday,22-03-27,3,9,50,25,1
Tuesday,23-03-27,3,2,26,24,4
Wednesday,24-03-27,3,6,19,20,1
Thursday,25-03-27,3,4,28,11,5
Friday,26-03-27,3,1,22,5,4
Saturday,27-03-27,3,7,20,29,5
Sunday,28-03-27,3,5,25,37,1
Monday,29-03-27,3,1,17,35,4
Tuesday,30-03-27,3,10,24,15,2
Wednesday,31-03-27,3,6,16,33,1
Thursday,01-04-27,3,3,46,43,3
Friday,02-04-27,3,7,36,27,2
Saturday,03-04-27,3,6,27,15,1
Sunday,04-04-27,3,8,38,35,5
Monday,05-04-27,3,2,42,10,3
Tuesday,06-04-27,3,10,35,5,5
Wednesday,07-04-27,3,3,30,36,1
Thursday,08-04-27,3,1,23,18,3
